"","Sites","AB","SR","BI","Com.dist","Hunting"
"21450","10",22,11,100.59,0.799097476221641,1
"21451","11",7,6,16.618,-1.16142935035878,1
"21452","12",18,11,68.938,-0.891118632925657,1
"21453","13",16,8,156.92,-0.285775515484963,1
"21454","14",21,12,134.708,0.287016934702205,1
"21455","15",27,14,313.308,0.752674627610676,1
"21456","16",12,8,94.53,-0.91490098004188,0
"21457","17",13,9,110.348,-0.557811453649108,0
"21458","18",17,11,141.02,-0.304285394021343,0
"21459","19",44,16,241.898,0.254564067111078,0
"21460","20",32,12,210.02,0.683746376927438,0
"21461","1",16,6,56.23,-1.11989236443133,0
"21462","2",25,11,116.006,-0.774654473469132,0
"21463","3",22,10,162.3,-0.121274545357364,0
"21464","4",35,13,232.768,0.402591289386846,0
"21465","5",19,11,185.9,-0.103848950764644,0
"21466","6",15,4,24.726,-1.65297188284342,1
"21467","7",17,7,45.14,-0.838026006137351,1
"21468","8",15,6,78.78,-0.475063981855253,1
"21469","9",33,13,154.734,0.260403464110951,1
"21470","10",25,8,274.876,0.799097476221641,1
"21471","11",19,7,34.096,-1.16142935035878,1
"21472","12",17,8,108.588,-0.891118632925657,1
"21473","13",14,8,108.118,-0.285775515484963,1
"21474","14",25,11,98.664,0.287016934702205,1
"21475","15",30,13,379.846,0.752674627610676,1
"21476","16",17,9,84.336,-0.91490098004188,0
"21477","17",28,10,158.666,-0.557811453649108,0
"21478","18",17,13,261.108,-0.304285394021343,0
"21479","19",28,15,278.648,0.254564067111078,0
"21480","20",29,10,121.604,0.683746376927438,0
"21481","1",13,8,62.968,-1.11989236443133,0
"21482","2",19,11,121.068,-0.774654473469132,0
"21483","3",25,14,219.1,-0.121274545357364,0
"21484","4",58,16,521.674,0.402591289386846,0
"21485","5",18,11,191.66,-0.103848950764644,0
"21486","6",8,4,20.01,-1.65297188284342,1
"21487","7",12,7,34.676,-0.838026006137351,1
"21488","8",13,7,80.69,-0.475063981855253,1
"21489","9",23,13,125.914,0.260403464110951,1
"21490","10",21,11,283.19,0.799097476221641,1
"21491","11",7,6,180.668,-1.16142935035878,1
"21492","12",9,6,35.588,-0.891118632925657,1
"21493","13",15,7,106.26,-0.285775515484963,1
"21494","14",19,9,80.668,0.287016934702205,1
"21495","15",32,13,588.608,0.752674627610676,1
"21496","16",11,8,85.63,-0.91490098004188,0
"21497","17",21,10,122.816,-0.557811453649108,0
"21498","18",17,11,265.48,-0.304285394021343,0
"21499","19",40,15,275.468,0.254564067111078,0
"21500","20",19,9,74.57,0.683746376927438,0
"21501","1",8,6,50.61,-1.11989236443133,0
"21502","2",12,7,70.738,-0.774654473469132,0
"21503","3",25,9,275.58,-0.121274545357364,0
"21504","4",31,10,401.568,0.402591289386846,0
"21505","5",16,10,194.93,-0.103848950764644,0
"21506","6",10,4,22.85,-1.65297188284342,1
"21507","7",10,7,35.768,-0.838026006137351,1
"21508","8",15,7,115.06,-0.475063981855253,1
"21509","9",25,11,122.95,0.260403464110951,1
"21510","10",17,9,176.906,0.799097476221641,1
"21511","11",9,5,30.488,-1.16142935035878,1
"21512","12",9,8,47.868,-0.891118632925657,1
"21513","13",18,9,114.118,-0.285775515484963,1
"21514","14",17,10,114.112,0.287016934702205,1
"21515","15",23,11,316.198,0.752674627610676,1
"21516","16",10,7,153.13,-0.91490098004188,0
"21517","17",19,7,248.568,-0.557811453649108,0
"21518","18",15,7,179.18,-0.304285394021343,0
"21519","19",29,12,219.648,0.254564067111078,0
"21520","20",20,10,210.93,0.683746376927438,0
"21521","1",10,6,71.71,-1.11989236443133,0
"21522","2",17,10,102.198,-0.774654473469132,0
"21523","3",17,10,146.03,-0.121274545357364,0
"21524","4",41,15,421.026,0.402591289386846,0
"21525","5",17,13,151.52,-0.103848950764644,0
"21526","6",14,4,62.45,-1.65297188284342,1
"21527","7",12,9,44.626,-0.838026006137351,1
"21528","8",8,4,42.02,-0.475063981855253,1
"21529","9",27,13,150.324,0.260403464110951,1
"21530","10",25,9,114.31,0.799097476221641,1
"21531","11",10,6,39.338,-1.16142935035878,1
"21532","12",14,9,73.956,-0.891118632925657,1
"21533","13",9,6,108.28,-0.285775515484963,1
"21534","14",22,12,128.934,0.287016934702205,1
"21535","15",27,14,520.386,0.752674627610676,1
"21536","16",6,5,47.81,-0.91490098004188,0
"21537","17",14,9,88.556,-0.557811453649108,0
"21538","18",10,9,80.18,-0.304285394021343,0
"21539","19",30,14,291.828,0.254564067111078,0
"21540","20",32,12,209.35,0.683746376927438,0
"21541","1",13,8,74.658,-1.11989236443133,0
"21542","2",17,11,160.288,-0.774654473469132,0
"21543","3",23,11,229.398,-0.121274545357364,0
"21544","4",39,12,314.036,0.402591289386846,0
"21545","5",18,10,197.82,-0.103848950764644,0
"21546","6",10,7,44.876,-1.65297188284342,1
"21547","7",14,7,48.364,-0.838026006137351,1
"21548","8",12,7,149.828,-0.475063981855253,1
"21549","9",23,14,300.086,0.260403464110951,1
"21550","10",11,7,74.04,0.799097476221641,1
"21551","11",8,5,56.556,-1.16142935035878,1
"21552","12",12,8,260.876,-0.891118632925657,1
"21553","13",14,8,84.066,-0.285775515484963,1
"21554","14",30,11,206.466,0.287016934702205,1
"21555","15",34,12,600.128,0.752674627610676,1
"21556","16",14,10,151.136,-0.91490098004188,0
"21557","17",30,11,208.06,-0.557811453649108,0
"21558","18",9,8,64.088,-0.304285394021343,0
"21559","19",33,15,355.184,0.254564067111078,0
"21560","20",27,12,141.22,0.683746376927438,0
"21561","1",12,8,82.31,-1.11989236443133,0
"21562","2",15,9,81.988,-0.774654473469132,0
"21563","3",22,13,173.47,-0.121274545357364,0
"21564","4",35,14,351.938,0.402591289386846,0
"21565","5",17,14,323.718,-0.103848950764644,0
"21566","6",10,7,23.828,-1.65297188284342,1
"21567","7",19,9,59.224,-0.838026006137351,1
"21568","8",15,8,101.54,-0.475063981855253,1
"21569","9",28,12,88.332,0.260403464110951,1
"21570","10",19,9,142.21,0.799097476221641,1
"21571","11",9,6,19.648,-1.16142935035878,1
"21572","12",16,9,109.848,-0.891118632925657,1
"21573","13",10,6,74.61,-0.285775515484963,1
"21574","14",23,10,171.996,0.287016934702205,1
"21575","15",19,13,457.268,0.752674627610676,1
"21576","16",8,7,53.1,-0.91490098004188,0
"21577","17",12,7,63.776,-0.557811453649108,0
"21578","18",21,12,293.06,-0.304285394021343,0
"21579","19",29,14,135.548,0.254564067111078,0
"21580","20",18,9,111.876,0.683746376927438,0
"21581","1",11,7,72.57,-1.11989236443133,0
"21582","2",11,8,44.798,-0.774654473469132,0
"21583","3",19,11,321.69,-0.121274545357364,0
"21584","4",37,10,422.306,0.402591289386846,0
"21585","5",19,11,367.72,-0.103848950764644,0
"21586","6",6,3,14.15,-1.65297188284342,1
"21587","7",12,7,38.136,-0.838026006137351,1
"21588","8",9,4,43.14,-0.475063981855253,1
"21589","9",24,12,78.682,0.260403464110951,1
"21590","10",7,5,254.73,0.799097476221641,1
"21591","11",5,5,45.188,-1.16142935035878,1
"21592","12",9,6,42.538,-0.891118632925657,1
"21593","13",10,7,88.03,-0.285775515484963,1
"21594","14",14,6,59.748,0.287016934702205,1
"21595","15",22,10,519.508,0.752674627610676,1
"21596","16",7,4,52.84,-0.91490098004188,0
"21597","17",13,7,124.118,-0.557811453649108,0
"21598","18",8,7,250.8,-0.304285394021343,0
"21599","19",28,12,126.406,0.254564067111078,0
"21600","20",22,11,123.116,0.683746376927438,0
"21601","1",14,7,77.42,-1.11989236443133,0
"21602","2",21,12,116.368,-0.774654473469132,0
"21603","3",27,16,206.93,-0.121274545357364,0
"21604","4",44,15,555.016,0.402591289386846,0
"21605","5",20,10,175.59,-0.103848950764644,0
"21606","6",13,6,72.85,-1.65297188284342,1
"21607","7",20,9,104.532,-0.838026006137351,1
"21608","8",17,9,105.47,-0.475063981855253,1
"21609","9",20,11,66.276,0.260403464110951,1
"21610","10",16,10,93.698,0.799097476221641,1
"21611","11",7,5,17.148,-1.16142935035878,1
"21612","12",16,10,88.498,-0.891118632925657,1
"21613","13",18,10,121.61,-0.285775515484963,1
"21614","14",22,12,146.026,0.287016934702205,1
"21615","15",26,14,491.268,0.752674627610676,1
"21616","16",12,8,106.86,-0.91490098004188,0
"21617","17",18,11,168.048,-0.557811453649108,0
"21618","18",13,8,97.41,-0.304285394021343,0
"21619","19",33,13,219.056,0.254564067111078,0
"21620","20",35,16,226.518,0.683746376927438,0
"21621","1",23,13,77.77,-1.11989236443133,0
"21622","2",24,13,119.448,-0.774654473469132,0
"21623","3",27,17,190.78,-0.121274545357364,0
"21624","4",48,22,375.028,0.402591289386846,0
"21625","5",28,16,136.87,-0.103848950764644,0
"21626","6",25,6,39.45,-1.65297188284342,1
"21627","7",25,11,105.406,-0.838026006137351,1
"21628","8",17,8,56.28,-0.475063981855253,1
"21629","9",30,16,180.892,0.260403464110951,1
"21630","10",25,13,70.28,0.799097476221641,1
"21631","11",15,7,54.338,-1.16142935035878,1
"21632","12",12,8,43.638,-0.891118632925657,1
"21633","13",15,9,115.89,-0.285775515484963,1
"21634","14",21,9,78.222,0.287016934702205,1
"21635","15",41,20,472.018,0.752674627610676,1
"21636","16",23,15,98.53,-0.91490098004188,0
"21637","17",18,11,84.668,-0.557811453649108,0
"21638","18",30,16,163.488,-0.304285394021343,0
"21639","19",30,17,164.808,0.254564067111078,0
"21640","20",38,13,263.36,0.683746376927438,0
"21641","1",15,10,114.01,-1.11989236443133,0
"21642","2",28,13,252.918,-0.774654473469132,0
"21643","3",36,14,407.978,-0.121274545357364,0
"21644","4",48,14,524.278,0.402591289386846,0
"21645","5",26,12,269.04,-0.103848950764644,0
"21646","6",9,8,79.05,-1.65297188284342,1
"21647","7",18,10,85.996,-0.838026006137351,1
"21648","8",17,13,145.76,-0.475063981855253,1
"21649","9",21,14,138.502,0.260403464110951,1
"21650","10",22,7,163.63,0.799097476221641,1
"21651","11",12,8,125.288,-1.16142935035878,1
"21652","12",15,9,92.764,-0.891118632925657,1
"21653","13",23,10,140.94,-0.285775515484963,1
"21654","14",30,11,137.508,0.287016934702205,1
"21655","15",26,11,293.824,0.752674627610676,1
"21656","16",12,7,123.96,-0.91490098004188,0
"21657","17",35,13,265.616,-0.557811453649108,0
"21658","18",17,7,302.7,-0.304285394021343,0
"21659","19",53,15,475.878,0.254564067111078,0
"21660","20",32,11,325.51,0.683746376927438,0
"21661","1",14,10,67.04,-1.11989236443133,0
"21662","2",21,12,143.638,-0.774654473469132,0
"21663","3",16,11,102.95,-0.121274545357364,0
"21664","4",36,19,327.718,0.402591289386846,0
"21665","5",23,14,250.33,-0.103848950764644,0
"21666","6",10,6,25.85,-1.65297188284342,1
"21667","7",16,12,73.176,-0.838026006137351,1
"21668","8",18,14,79.76,-0.475063981855253,1
"21669","9",23,16,195.876,0.260403464110951,1
"21670","10",28,12,215.96,0.799097476221641,1
"21671","11",14,9,60.338,-1.16142935035878,1
"21672","12",13,10,65.976,-0.891118632925657,1
"21673","13",16,13,83.85,-0.285775515484963,1
"21674","14",23,11,182.246,0.287016934702205,1
"21675","15",40,18,448.718,0.752674627610676,1
"21676","16",13,8,105.98,-0.91490098004188,0
"21677","17",25,15,203.586,-0.557811453649108,0
"21678","18",13,10,132.55,-0.304285394021343,0
"21679","19",26,15,187.648,0.254564067111078,0
"21680","20",29,17,203.56,0.683746376927438,0
"21681","1",17,8,99.318,-1.11989236443133,0
"21682","2",19,8,119.438,-0.774654473469132,0
"21683","3",16,8,110.4,-0.121274545357364,0
"21684","4",28,12,245.848,0.402591289386846,0
"21685","5",21,13,179.568,-0.103848950764644,0
"21686","6",9,5,33.65,-1.65297188284342,1
"21687","7",21,9,100.976,-0.838026006137351,1
"21688","8",8,5,54.68,-0.475063981855253,1
"21689","9",16,11,64.776,0.260403464110951,1
"21690","10",15,10,80.46,0.799097476221641,1
"21691","11",7,5,35.588,-1.16142935035878,1
"21692","12",11,7,77.376,-0.891118632925657,1
"21693","13",11,7,79.73,-0.285775515484963,1
"21694","14",17,7,135.848,0.287016934702205,1
"21695","15",18,10,297.868,0.752674627610676,1
"21696","16",9,5,68.63,-0.91490098004188,0
"21697","17",21,10,155.918,-0.557811453649108,0
"21698","18",11,6,118.6,-0.304285394021343,0
"21699","19",30,12,172.356,0.254564067111078,0
"21700","20",17,8,168.46,0.683746376927438,0
"21701","1",12,7,61.58,-1.11989236443133,0
"21702","2",22,10,84.718,-0.774654473469132,0
"21703","3",31,15,302.49,-0.121274545357364,0
"21704","4",51,14,448.026,0.402591289386846,0
"21705","5",28,11,376.79,-0.103848950764644,0
"21706","6",14,6,80.75,-1.65297188284342,1
"21707","7",14,9,76.688,-0.838026006137351,1
"21708","8",8,4,51.68,-0.475063981855253,1
"21709","9",26,15,173.92,0.260403464110951,1
"21710","10",14,9,114.07,0.799097476221641,1
"21711","11",9,8,56.868,-1.16142935035878,1
"21712","12",10,6,45.488,-0.891118632925657,1
"21713","13",20,10,152.88,-0.285775515484963,1
"21714","14",21,10,182.828,0.287016934702205,1
"21715","15",26,18,377.348,0.752674627610676,1
"21716","16",14,9,133.068,-0.91490098004188,0
"21717","17",27,14,171.578,-0.557811453649108,0
"21718","18",18,9,192.2,-0.304285394021343,0
"21719","19",42,18,281.346,0.254564067111078,0
"21720","20",57,15,288.32,0.683746376927438,0
"21721","1",7,7,87.73,-1.11989236443133,0
"21722","2",15,8,94.888,-0.774654473469132,0
"21723","3",16,10,176.15,-0.121274545357364,0
"21724","4",40,13,410.764,0.402591289386846,0
"21725","5",17,10,248.44,-0.103848950764644,0
"21726","6",8,8,40.02,-1.65297188284342,1
"21727","7",13,9,51.896,-0.838026006137351,1
"21728","8",13,8,152.8,-0.475063981855253,1
"21729","9",19,14,125.314,0.260403464110951,1
"21730","10",8,6,38.418,0.799097476221641,1
"21731","11",9,6,57.756,-1.16142935035878,1
"21732","12",8,6,34.388,-0.891118632925657,1
"21733","13",10,7,103.28,-0.285775515484963,1
"21734","14",20,10,97.298,0.287016934702205,1
"21735","15",19,10,288.268,0.752674627610676,1
"21736","16",9,6,51.828,-0.91490098004188,0
"21737","17",12,6,64.668,-0.557811453649108,0
"21738","18",11,7,132.78,-0.304285394021343,0
"21739","19",30,13,184.636,0.254564067111078,0
"21740","20",27,9,211.74,0.683746376927438,0
"21741","1",16,13,154.13,-1.11989236443133,0
"21742","2",18,10,107.288,-0.774654473469132,0
"21743","3",25,12,257.18,-0.121274545357364,0
"21744","4",41,17,450.616,0.402591289386846,0
"21745","5",22,13,340.768,-0.103848950764644,0
"21746","6",6,5,20.89,-1.65297188284342,1
"21747","7",17,9,48.572,-0.838026006137351,1
"21748","8",9,6,41.276,-0.475063981855253,1
"21749","9",29,14,162.398,0.260403464110951,1
"21750","10",7,7,209.15,0.799097476221641,1
"21751","11",12,9,36.978,-1.16142935035878,1
"21752","12",13,9,81.576,-0.891118632925657,1
"21753","13",10,7,385.18,-0.285775515484963,1
"21754","14",12,8,58.528,0.287016934702205,1
"21755","15",26,13,533.448,0.752674627610676,1
"21756","16",15,11,144.65,-0.91490098004188,0
"21757","17",28,12,306.106,-0.557811453649108,0
"21758","18",10,8,62.34,-0.304285394021343,0
"21759","19",40,15,312.726,0.254564067111078,0
"21760","20",31,13,421.72,0.683746376927438,0
"21761","1",9,7,58.33,-1.11989236443133,0
"21762","2",25,9,162.118,-0.774654473469132,0
"21763","3",30,12,306.46,-0.121274545357364,0
"21764","4",46,13,465.308,0.402591289386846,0
"21765","5",35,11,369.4,-0.103848950764644,0
"21766","6",28,7,74.88,-1.65297188284342,1
"21767","7",23,10,83.356,-0.838026006137351,1
"21768","8",20,7,83.41,-0.475063981855253,1
"21769","9",37,13,170.478,0.260403464110951,1
"21770","10",20,9,116.706,0.799097476221641,1
"21771","11",22,7,52.438,-1.16142935035878,1
"21772","12",27,10,107.596,-0.891118632925657,1
"21773","13",23,8,170.568,-0.285775515484963,1
"21774","14",29,8,197.796,0.287016934702205,1
"21775","15",38,14,822.218,0.752674627610676,1
"21776","16",13,7,93.48,-0.91490098004188,0
"21777","17",22,9,174.568,-0.557811453649108,0
"21778","18",15,8,156.35,-0.304285394021343,0
"21779","19",44,15,348.686,0.254564067111078,0
"21780","20",23,8,184.27,0.683746376927438,0
"21781","1",14,10,159.58,-1.11989236443133,0
"21782","2",26,14,121.508,-0.774654473469132,0
"21783","3",21,10,212.53,-0.121274545357364,0
"21784","4",46,13,363.178,0.402591289386846,0
"21785","5",26,14,214.358,-0.103848950764644,0
"21786","6",13,6,88.45,-1.65297188284342,1
"21787","7",21,11,81.364,-0.838026006137351,1
"21788","8",17,9,133.68,-0.475063981855253,1
"21789","9",19,11,110.414,0.260403464110951,1
"21790","10",11,8,63.21,0.799097476221641,1
"21791","11",10,9,20.588,-1.16142935035878,1
"21792","12",18,8,143.384,-0.891118632925657,1
"21793","13",21,10,154.06,-0.285775515484963,1
"21794","14",20,9,141.116,0.287016934702205,1
"21795","15",26,12,554.156,0.752674627610676,1
"21796","16",14,8,125.73,-0.91490098004188,0
"21797","17",26,12,260.886,-0.557811453649108,0
"21798","18",13,8,154.42,-0.304285394021343,0
"21799","19",32,15,185.238,0.254564067111078,0
"21800","20",28,14,201.708,0.683746376927438,0
"21801","1",12,10,107.96,-1.11989236443133,0
"21802","2",15,10,94.188,-0.774654473469132,0
"21803","3",15,11,170.03,-0.121274545357364,0
"21804","4",43,15,366.688,0.402591289386846,0
"21805","5",17,10,159.38,-0.103848950764644,0
"21806","6",6,6,59.75,-1.65297188284342,1
"21807","7",15,11,64.418,-0.838026006137351,1
"21808","8",12,7,74.48,-0.475063981855253,1
"21809","9",27,12,89.296,0.260403464110951,1
"21810","10",16,11,137.99,0.799097476221641,1
"21811","11",5,4,18.488,-1.16142935035878,1
"21812","12",7,7,32.488,-0.891118632925657,1
"21813","13",13,7,112.34,-0.285775515484963,1
"21814","14",18,10,120.816,0.287016934702205,1
"21815","15",19,11,313.828,0.752674627610676,1
"21816","16",11,8,122.78,-0.91490098004188,0
"21817","17",19,10,123.988,-0.557811453649108,0
"21818","18",17,9,115.708,-0.304285394021343,0
"21819","19",30,13,131.476,0.254564067111078,0
"21820","20",35,13,416.348,0.683746376927438,0
"21821","1",15,8,83.62,-1.11989236443133,0
"21822","2",15,10,84.438,-0.774654473469132,0
"21823","3",13,9,126.37,-0.121274545357364,0
"21824","4",39,15,371.448,0.402591289386846,0
"21825","5",23,13,243.16,-0.103848950764644,0
"21826","6",8,7,49.05,-1.65297188284342,1
"21827","7",18,12,120.588,-0.838026006137351,1
"21828","8",11,6,129.04,-0.475063981855253,1
"21829","9",24,15,166.994,0.260403464110951,1
"21830","10",8,7,68.93,0.799097476221641,1
"21831","11",7,5,49.608,-1.16142935035878,1
"21832","12",9,8,51.388,-0.891118632925657,1
"21833","13",13,10,98.13,-0.285775515484963,1
"21834","14",13,7,65.428,0.287016934702205,1
"21835","15",29,16,359.458,0.752674627610676,1
"21836","16",8,6,94.03,-0.91490098004188,0
"21837","17",24,14,125.114,-0.557811453649108,0
"21838","18",7,6,89.55,-0.304285394021343,0
"21839","19",32,14,225.986,0.254564067111078,0
"21840","20",23,14,159.596,0.683746376927438,0
"21841","1",10,8,56.118,-1.11989236443133,0
"21842","2",20,13,108.838,-0.774654473469132,0
"21843","3",18,10,128.976,-0.121274545357364,0
"21844","4",37,15,295.286,0.402591289386846,0
"21845","5",17,13,172.158,-0.103848950764644,0
"21846","6",12,4,37.85,-1.65297188284342,1
"21847","7",21,14,53.822,-0.838026006137351,1
"21848","8",13,9,90.1,-0.475063981855253,1
"21849","9",19,12,70.91,0.260403464110951,1
"21850","10",12,8,76.44,0.799097476221641,1
"21851","11",14,11,61.622,-1.16142935035878,1
"21852","12",11,8,78.414,-0.891118632925657,1
"21853","13",19,11,156.758,-0.285775515484963,1
"21854","14",20,12,125.304,0.287016934702205,1
"21855","15",22,13,349.568,0.752674627610676,1
"21856","16",10,7,78.66,-0.91490098004188,0
"21857","17",16,9,124.618,-0.557811453649108,0
"21858","18",9,8,69.268,-0.304285394021343,0
"21859","19",28,16,217.118,0.254564067111078,0
"21860","20",19,12,75.398,0.683746376927438,0
"21861","1",15,11,86.18,-1.11989236443133,0
"21862","2",19,11,141.518,-0.774654473469132,0
"21863","3",34,13,261.28,-0.121274545357364,0
"21864","4",50,18,501.816,0.402591289386846,0
"21865","5",35,15,369.99,-0.103848950764644,0
"21866","6",13,8,74.78,-1.65297188284342,1
"21867","7",24,14,199.268,-0.838026006137351,1
"21868","8",20,11,117.208,-0.475063981855253,1
"21869","9",37,17,367.186,0.260403464110951,1
"21870","10",40,10,343.43,0.799097476221641,1
"21871","11",14,8,76.314,-1.16142935035878,1
"21872","12",23,10,120.076,-0.891118632925657,1
"21873","13",29,13,242.83,-0.285775515484963,1
"21874","14",39,12,395.134,0.287016934702205,1
"21875","15",39,15,529.788,0.752674627610676,1
"21876","16",16,11,85.56,-0.91490098004188,0
"21877","17",31,11,281.776,-0.557811453649108,0
"21878","18",19,9,201.15,-0.304285394021343,0
"21879","19",51,15,416.458,0.254564067111078,0
"21880","20",45,11,495.44,0.683746376927438,0
"21881","1",17,8,117.06,-1.11989236443133,0
"21882","2",18,12,126.268,-0.774654473469132,0
"21883","3",22,12,299.95,-0.121274545357364,0
"21884","4",53,17,556.316,0.402591289386846,0
"21885","5",23,13,252.93,-0.103848950764644,0
"21886","6",14,6,47.15,-1.65297188284342,1
"21887","7",17,9,81.394,-0.838026006137351,1
"21888","8",7,6,67.73,-0.475063981855253,1
"21889","9",26,16,133.834,0.260403464110951,1
"21890","10",14,9,70.15,0.799097476221641,1
"21891","11",12,7,37.656,-1.16142935035878,1
"21892","12",15,9,87.926,-0.891118632925657,1
"21893","13",16,10,184.93,-0.285775515484963,1
"21894","14",17,13,119.118,0.287016934702205,1
"21895","15",27,14,757.188,0.752674627610676,1
"21896","16",13,10,123.48,-0.91490098004188,0
"21897","17",20,11,213.286,-0.557811453649108,0
"21898","18",15,7,132,-0.304285394021343,0
"21899","19",27,13,159.238,0.254564067111078,0
"21900","20",24,13,154.25,0.683746376927438,0
"21901","1",12,6,96.21,-1.11989236443133,0
"21902","2",21,10,167.638,-0.774654473469132,0
"21903","3",16,9,168.93,-0.121274545357364,0
"21904","4",41,15,419.128,0.402591289386846,0
"21905","5",20,12,172.66,-0.103848950764644,0
"21906","6",10,6,67.15,-1.65297188284342,1
"21907","7",15,10,68.476,-0.838026006137351,1
"21908","8",9,5,75.76,-0.475063981855253,1
"21909","9",21,12,126.174,0.260403464110951,1
"21910","10",16,9,156.24,0.799097476221641,1
"21911","11",11,4,37.276,-1.16142935035878,1
"21912","12",8,7,54.626,-0.891118632925657,1
"21913","13",14,9,251.95,-0.285775515484963,1
"21914","14",18,9,111.726,0.287016934702205,1
"21915","15",18,12,317.756,0.752674627610676,1
"21916","16",9,6,80.36,-0.91490098004188,0
"21917","17",20,9,159.898,-0.557811453649108,0
"21918","18",10,7,78.96,-0.304285394021343,0
"21919","19",29,14,160.136,0.254564067111078,0
"21920","20",29,12,307.61,0.683746376927438,0
"21921","1",15,8,134.71,-1.11989236443133,0
"21922","2",28,10,160.438,-0.774654473469132,0
"21923","3",24,11,222.05,-0.121274545357364,0
"21924","4",47,13,606.986,0.402591289386846,0
"21925","5",19,11,227.768,-0.103848950764644,0
"21926","6",14,7,61.35,-1.65297188284342,1
"21927","7",13,8,67.888,-0.838026006137351,1
"21928","8",12,7,155.88,-0.475063981855253,1
"21929","9",23,12,100.166,0.260403464110951,1
"21930","10",14,7,127.01,0.799097476221641,1
"21931","11",11,8,101.168,-1.16142935035878,1
"21932","12",12,10,112.768,-0.891118632925657,1
"21933","13",16,10,303.68,-0.285775515484963,1
"21934","14",15,7,53.316,0.287016934702205,1
"21935","15",27,10,478.216,0.752674627610676,1
"21936","16",14,10,150.95,-0.91490098004188,0
"21937","17",20,10,248.768,-0.557811453649108,0
"21938","18",14,7,183.6,-0.304285394021343,0
"21939","19",28,13,239.008,0.254564067111078,0
"21940","20",21,12,217.728,0.683746376927438,0
"21941","1",17,10,85.06,-1.11989236443133,0
"21942","2",24,13,123.168,-0.774654473469132,0
"21943","3",18,10,163.14,-0.121274545357364,0
"21944","4",40,17,319.316,0.402591289386846,0
"21945","5",29,16,287.87,-0.103848950764644,0
"21946","6",10,7,104.75,-1.65297188284342,1
"21947","7",14,11,110.664,-0.838026006137351,1
"21948","8",10,10,68.738,-0.475063981855253,1
"21949","9",26,15,118.362,0.260403464110951,1
"21950","10",19,10,137.13,0.799097476221641,1
"21951","11",13,9,90.276,-1.16142935035878,1
"21952","12",14,10,96.084,-0.891118632925657,1
"21953","13",8,7,94.968,-0.285775515484963,1
"21954","14",18,13,100.686,0.287016934702205,1
"21955","15",21,14,383.018,0.752674627610676,1
"21956","16",18,10,101.168,-0.91490098004188,0
"21957","17",18,12,167.248,-0.557811453649108,0
"21958","18",17,11,159.948,-0.304285394021343,0
"21959","19",33,16,206.058,0.254564067111078,0
"21960","20",18,12,130.24,0.683746376927438,0
"21961","1",9,7,86.43,-1.11989236443133,0
"21962","2",21,12,96.938,-0.774654473469132,0
"21963","3",23,14,378.87,-0.121274545357364,0
"21964","4",45,16,424.896,0.402591289386846,0
"21965","5",29,16,246.95,-0.103848950764644,0
"21966","6",15,10,99.008,-1.65297188284342,1
"21967","7",14,12,80.676,-0.838026006137351,1
"21968","8",12,9,58.4,-0.475063981855253,1
"21969","9",21,14,164.076,0.260403464110951,1
"21970","10",19,11,103.68,0.799097476221641,1
"21971","11",15,12,71.458,-1.16142935035878,1
"21972","12",18,12,172.488,-0.891118632925657,1
"21973","13",19,12,158.578,-0.285775515484963,1
"21974","14",25,12,151.186,0.287016934702205,1
"21975","15",29,16,655.706,0.752674627610676,1
"21976","16",10,9,75.95,-0.91490098004188,0
"21977","17",24,15,348.338,-0.557811453649108,0
"21978","18",19,10,167.17,-0.304285394021343,0
"21979","19",37,17,370.888,0.254564067111078,0
"21980","20",33,13,113.74,0.683746376927438,0
"21981","1",12,6,84.83,-1.11989236443133,0
"21982","2",21,11,136.638,-0.774654473469132,0
"21983","3",20,12,185.198,-0.121274545357364,0
"21984","4",55,14,586.108,0.402591289386846,0
"21985","5",16,12,203.28,-0.103848950764644,0
"21986","6",5,5,42.25,-1.65297188284342,1
"21987","7",17,10,77.006,-0.838026006137351,1
"21988","8",8,7,69.93,-0.475063981855253,1
"21989","9",27,13,121.342,0.260403464110951,1
"21990","10",15,6,105.42,0.799097476221641,1
"21991","11",9,7,33.156,-1.16142935035878,1
"21992","12",7,6,33.188,-0.891118632925657,1
"21993","13",15,8,147.06,-0.285775515484963,1
"21994","14",24,9,140.326,0.287016934702205,1
"21995","15",24,13,466.786,0.752674627610676,1
"21996","16",10,7,109.88,-0.91490098004188,0
"21997","17",17,7,96.166,-0.557811453649108,0
"21998","18",13,7,75.09,-0.304285394021343,0
"21999","19",34,16,254.478,0.254564067111078,0
"22000","20",32,9,115.49,0.683746376927438,0
"22001","1",14,8,98.85,-1.11989236443133,0
"22002","2",19,10,97.318,-0.774654473469132,0
"22003","3",23,10,187.75,-0.121274545357364,0
"22004","4",40,12,398.198,0.402591289386846,0
"22005","5",17,13,175.78,-0.103848950764644,0
"22006","6",6,3,20.75,-1.65297188284342,1
"22007","7",11,9,67.488,-0.838026006137351,1
"22008","8",6,6,55.4,-0.475063981855253,1
"22009","9",15,12,117.238,0.260403464110951,1
"22010","10",11,7,75.93,0.799097476221641,1
"22011","11",8,6,45.948,-1.16142935035878,1
"22012","12",13,7,68.064,-0.891118632925657,1
"22013","13",14,9,89.78,-0.285775515484963,1
"22014","14",19,10,93.116,0.287016934702205,1
"22015","15",22,13,307.228,0.752674627610676,1
